pricing_url,SubModel,Current price,COE,Road tax,OMV,ARF,VES,EEAI,spec_url,Model,Engine Type,Battery Type,Fuel Type,Drive Type,Transmission,Power,Torque,Acceleration,Top Speed,Vehicle Type,Seating Capacity,Dimensions (L x W x H),Wheelbase,Min Turning Radius,Kerb Weight,Boot/Cargo Capacity,Battery Capacity,Drive Range,Energy Consumption,AC Max Charging Rate,AC Charging Time,DC Max Charging Rate,DC Charging Time,Suspension (Front),Suspension (Rear),Brakes (Front),Brakes (Rear),Rim Size
https://www.sgcarmart.com/new-cars/info/21970/xpeng-x9-electric/pricing,"Pro Standard Range 94.8 kWh
FACELIFT","$340,111","$129,910 (Category B COE)","$3,476 /yr",-,- (After VES & EEAI rebates),"$22,500 (Rebate)",,https://www.sgcarmart.com/new-cars/info/21970/xpeng-x9-electric/specs,XPENG X9 Electric Grand Seat 101.5 kWh (A),Single Electric Motor,Lithium Iron Phosphate,Electric,Front-wheel drive,Single-speed (A),255 kW (342 bhp),450 Nm,8.2 s (0-100 km/h),200 km/h,MPV,7,5316 x 1988 x 1785 mm,"3,160 mm","5,400 mm","2,750 kg",721 L,94.8 kWh,535 km,5 km/kWh,11 kW,7.5 h,537 kW,0.2 h,Double Wishbone,Multi-Link,Disc,Disc,"20 """
https://www.sgcarmart.com/new-cars/info/21970/xpeng-x9-electric/pricing,"Pro Long Range 110 kWh
FACELIFT","$351,111","$129,910 (Category B COE)","$3,476 /yr",-,- (After VES & EEAI rebates),"$22,500 (Rebate)",,https://www.sgcarmart.com/new-cars/info/21970/xpeng-x9-electric/specs,XPENG X9 Electric Grand Seat 101.5 kWh (A),Single Electric Motor,Nickel Manganese Cobalt,Electric,Front-wheel drive,Single-speed (A),255 kW (342 bhp),450 Nm,8.2 s (0-100 km/h),200 km/h,MPV,7,5316 x 1988 x 1785 mm,"3,160 mm","5,400 mm","2,690 kg",721 L,110 kWh,615 km,5 km/kWh,11 kW,7.5 h,542 kW,0.2 h,Double Wishbone,Multi-Link,Disc,Disc,"20 """
https://www.sgcarmart.com/new-cars/info/21970/xpeng-x9-electric/pricing,Grand Seat 101.5 kWh,"$353,999","$129,910 (Category B COE)","$3,163 /yr","$66,307","$71,768 (After VES & EEAI rebates)","$22,500 (Rebate)","$7,500 (Rebate)",https://www.sgcarmart.com/new-cars/info/21970/xpeng-x9-electric/specs,XPENG X9 Electric Grand Seat 101.5 kWh (A),Single Electric Motor,Unknown,Electric,Front-wheel drive,Single-Speed (A),235 kW (315 bhp),450 Nm,7.8 s (0-100 km/h),200 km/h,MPV,7,5293 x 1988 x 1785 mm,"3,160 mm","5,400 mm","2,590 kg",755 L,101.5 kWh,590 km,5 km/kWh,11 kW,,317 kW,,Double Wishbone,Multi-Link,Disc,Disc,"20 """
https://www.sgcarmart.com/new-cars/info/22100/mg-s6-ev/pricing,Luxury 77kWh,"$198,888","$123,890 (Category A COE)","$1,554 /yr",-,- (After VES & EEAI rebates),"$22,500 (Rebate)",,https://www.sgcarmart.com/new-cars/info/22100/mg-s6-ev/specs,MG S6 EV Luxury 77kWh (A),Single Electric Motor,Lithium-Ion,Electric,Rear-wheel drive,Single-speed (A),109 kW (146 bhp),350 Nm,9.8 s (0-100 km/h),200 km/h,SUV,5,4708 x 1912 x 1672 mm,"2,835 mm",unknown,"1,908 kg",674 L,77 kWh,530 km,6 km/kWh,11 kW,,144 kW,0.6 h,MacPherson,Multi-Link,Disc,Disc,"20 """
https://www.sgcarmart.com/new-cars/info/21829/porsche-macan-electric/pricing,100kWh,"$261,988
(w/o COE)","$129,910 (Category B COE)","$3,633 /yr","$69,776","$80,440 (After VES & EEAI rebates)","$22,500 (Rebate)","$7,500 (Rebate)",https://www.sgcarmart.com/new-cars/info/21829/porsche-macan-electric/specs,Porsche Macan Electric 100kWh (A),Electric Motor,Lithium-ion,Electric,Rear-wheel drive,Single-speed (A),265 kW (355 bhp),563 Nm,5.7 s (0-100 km/h),220 km/h,SUV,5,4784 x 1938 x 1623 mm,"2,893 mm","6,050 mm","2,220 kg",540-1348 L,100 kWh,,5.05 km/kWh,11 kW,10 h,270 kW,0.35 h,Steel Spring Suspension,Steel Spring Suspension,Ventilated Disc,Ventilated Disc,"20 """
https://www.sgcarmart.com/new-cars/info/21829/porsche-macan-electric/pricing,4 100kWh,"$273,888
(w/o COE)","$129,910 (Category B COE)","$3,945 /yr","$66,487","$72,218 (After VES & EEAI rebates)","$22,500 (Rebate)","$7,500 (Rebate)",https://www.sgcarmart.com/new-cars/info/21829/porsche-macan-electric/specs,Porsche Macan Electric 100kWh (A),Dual Electric Motor,Lithium-ion,Electric,All-wheel drive,Single-speed (A),285 kW (382 bhp),650 Nm,5.2 s (0-100 km/h),220 km/h,SUV,5,4784 x 1938 x 1622 mm,"2,893 mm","6,050 mm","2,330 kg",540-1348 L,100 kWh,516 km,4.73 km/kWh,11 kW,10 h,270 kW,0.35 h,Steel Spring Suspension,Steel Spring Suspension,Ventilated Disc,Ventilated Disc,"20 """
https://www.sgcarmart.com/new-cars/info/21829/porsche-macan-electric/pricing,4S 100kWh,"$330,088
(w/o COE)","$129,910 (Category B COE)","$4,649 /yr","$77,678","$100,195 (After VES & EEAI rebates)","$22,500 (Rebate)","$7,500 (Rebate)",https://www.sgcarmart.com/new-cars/info/21829/porsche-macan-electric/specs,Porsche Macan Electric 100kWh (A),Dual Electric Motor,Lithium-ion,Electric,All-wheel drive,Single-speed (A),330 kW (443 bhp),820 Nm,4.1 s (0-100 km/h),240 km/h,SUV,5,4784 x 1938 x 1622 mm,"2,893 mm","6,050 mm","2,345 kg",540-1348 L,100 kWh,512 km,4.83 km/kWh,11 kW,10 h,270 kW,0.35 h,Adaptive Air Suspension,Adaptive Air Suspension,Ventilated Disc,Ventilated Disc,"20 """
https://www.sgcarmart.com/new-cars/info/21829/porsche-macan-electric/pricing,GTS 100kWh,"$365,988
(w/o COE)","$129,910 (Category B COE)","$5,431 /yr",-,- (After VES & EEAI rebates),"$22,500 (Rebate)",,https://www.sgcarmart.com/new-cars/info/21829/porsche-macan-electric/specs,Porsche Macan Electric 100kWh (A),Dual Electric Motors,Lithium-ion,Electric,All-wheel drive,Single-speed (A),380 kW (510 bhp),955 Nm,3.8 s (0-100 km/h),250 km/h,SUV,5,4805 x 1952 x 1622 mm,"2,893 mm","6,050 mm","2,395 kg",476 L,100 kWh,513 km,6 km/kWh,22 kW,5.3 h,270 kW,0.4 h,Double Wishbone,Multi-Link,Ventilated Disc,Ventilated Disc,"21 """
https://www.sgcarmart.com/new-cars/info/21829/porsche-macan-electric/pricing,Turbo 100kWh,"$407,988
(w/o COE)","$129,910 (Category B COE)","$6,213 /yr",-,- (After VES & EEAI rebates),"$22,500 (Rebate)",,https://www.sgcarmart.com/new-cars/info/21829/porsche-macan-electric/specs,Porsche Macan Electric 100kWh (A),Dual Electric Motor,Lithium-ion,Electric,All-wheel drive,Single-speed (A),430 kW (577 bhp),"1,130 Nm",3.3 s (0-100 km/h),260 km/h,SUV,5,4784 x 1938 x 1621 mm,"2,893 mm","6,050 mm","2,405 kg",480 - 1288 L,100 kWh,616 km,4.7 km/kWh,11 kW,10 h,270 kW,0.35 h,Steel Spring w/ Adaptive Air Suspension,Steel Spring w/ Adaptive Air Suspension,Ventilated Disc,Ventilated Disc,"20 """
https://www.sgcarmart.com/new-cars/info/22061/im-6-ev/pricing,Luxury 75 kWh,"$233,888","$123,890 (Category A COE)","$1,554 /yr","$39,000","$16,600 (After VES & EEAI rebates)","$22,500 (Rebate)","$7,500 (Rebate)",https://www.sgcarmart.com/new-cars/info/22061/im-6-ev/specs,IM 6 EV Luxury 75 kWh (A),Single Electric Motor,Lithium Iron Phosphate,Electric,Rear-wheel drive,Single-speed (A),109 kW (146 bhp),450 Nm,11.3 s (0-100 km/h),180 km/h,SUV,5,4904 x 1988 x 1669 mm,"2,950 mm","5,090 mm","2,280 kg",665 L,75 kWh,450 km,4.6 km/kWh,11 kW,8.5 h,153 kW,0.4 h,Double Wishbone,Multi-Link,Ventilated Disc,Ventilated Disc,"20 """
https://www.sgcarmart.com/new-cars/info/22061/im-6-ev/pricing,Sport 100 kWh,"$273,888","$129,910 (Category B COE)","$4,180 /yr","$46,000","$29,400 (After VES & EEAI rebates)","$22,500 (Rebate)","$7,500 (Rebate)",https://www.sgcarmart.com/new-cars/info/22061/im-6-ev/specs,IM 6 EV Luxury 75 kWh (A),Single Electric Motor,Nickel Manganese Cobalt,Electric,Rear-wheel drive,Single-speed (A),300 kW (402 bhp),500 Nm,5.4 s (0-100 km/h),235 km/h,SUV,5,4904 x 1988 x 1669 mm,"2,950 mm","5,090 mm","2,320 kg",665 L,100 kWh,555 km,4.8 km/kWh,11 kW,11.5 h,396 kW,0.3 h,Double Wishbone,Multi-Link,Ventilated Disc,Ventilated Disc,"21 """
https://www.sgcarmart.com/new-cars/info/22061/im-6-ev/pricing,Performance 100 kWh,"$336,888","$129,910 (Category B COE)","$8,434 /yr","$51,000","$61,400",-,,https://www.sgcarmart.com/new-cars/info/22061/im-6-ev/specs,IM 6 EV Luxury 75 kWh (A),Dual Electric Motors,Nickel Manganese Cobalt,Electric,All-wheel drive,Single-speed (A),572 kW (767 bhp),802 Nm,3.48 s (0-100 km/h),239 km/h,SUV,5,4904 x 1988 x 1669 mm,"2,950 mm","5,090 mm","2,410 kg",646 L,100 kWh,505 km,4.3 km/kWh,11 kW,11.5 h,396 kW,0.3 h,Double Wishbone,Multi-Link,Ventilated Disc,Ventilated Disc,"21 """
https://www.sgcarmart.com/new-cars/info/21802/bmw-ix1-electric/pricing,eDrive20 xLine 64.8 kWh,"$307,888","$123,890 (Category A COE)","$1,560 /yr","$47,049","$31,393 (After VES & EEAI rebates)","$22,500 (Rebate)","$7,500 (Rebate)",https://www.sgcarmart.com/new-cars/info/21802/bmw-ix1-electric/specs,BMW iX1 Electric eDrive20 M Sport 64.8 kWh (A),Single Electric Motor,Lithium-ion,Electric,Front-wheel drive,Single-speed (A),110 kW (148 bhp),250 Nm,10.5 s (0-100 km/h),170 km/h,SUV,5,4500 x 1845 x 1616 mm,"2,692 mm","5,950 mm","1,865 kg",490 L,64.8 kWh,514 km,6 km/kWh,22 kW,3.75 h,130 kW,0.5 h,Single-joint spring strut axle,Three-link axle,Ventilated Disc,Ventilated Disc,"18 """
https://www.sgcarmart.com/new-cars/info/21802/bmw-ix1-electric/pricing,eDrive20 M Sport 64.8 kWh,"$313,888","$123,890 (Category A COE)","$1,560 /yr",-,- (After VES & EEAI rebates),"$22,500 (Rebate)",,https://www.sgcarmart.com/new-cars/info/21802/bmw-ix1-electric/specs,BMW iX1 Electric eDrive20 M Sport 64.8 kWh (A),Single Electric Motor,Lithium-ion,Electric,Front-wheel drive,Single-speed (A),110 kW (148 bhp),250 Nm,10.5 s (0-100 km/h),170 km/h,SUV,5,4500 x 1845 x 1616 mm,"2,692 mm","5,950 mm","1,865 kg",490 L,64.8 kWh,514 km,6 km/kWh,22 kW,3.75 h,130 kW,0.5 h,Adaptive M Suspension,Adaptive M Suspension,Ventilated Disc,Ventilated Disc,"19 """
https://www.sgcarmart.com/new-cars/info/21656/hyundai-ioniq-5-electric/pricing,Prestige 58 kWh,"$209,888","$123,890 (Category A COE)","$1,543 /yr","$36,131","$12,583 (After VES & EEAI rebates)","$22,500 (Rebate)","$7,500 (Rebate)",https://www.sgcarmart.com/new-cars/info/21656/hyundai-ioniq-5-electric/specs,Hyundai Ioniq 5 Electric Prestige 58 kWh (A),Electric Motor,Lithium-Ion,Electric,Rear-wheel drive,Single-speed (A),107 kW (143 bhp),350 Nm,9.5 s (0-100 km/h),185 km/h,SUV,5,4635 x 1890 x 1647 mm,"3,000 mm","5,990 mm","1,910 kg",527 L,58 kWh,384 km,5.99 km/kWh,11 kW,4.9 h,350 kW,0.3 h,Macpherson,Multi Link,Disc,Disc,"19 """
https://www.sgcarmart.com/new-cars/info/22064/mercedes-benz-cla-electric/pricing,CLA200 Progressive 58 kWh,"$281,888","$129,910 (Category B COE)","$1,883 /yr",-,- (After VES & EEAI rebates),"$22,500 (Rebate)",,https://www.sgcarmart.com/new-cars/info/22064/mercedes-benz-cla-electric/specs,Mercedes-Benz CLA Electric CLA200 Progressive 58 kWh (A),Single Electric Motor,Lithium Iron Phosphate,Electric,Rear-wheel drive,2-speed (A),165 kW (221 bhp),335 Nm,7.5 s (0-100 km/h),210 km/h,Sedan,5,4723 x 1855 x 1468 mm,"2,790 mm","5,600 mm","2,045 kg",405 L,58 kWh,,6.1 km/kWh,11 kW,6.5 h,200 kW,0.3 h,MacPherson Strut,Multi-Link,Ventilated Disc,Disc,"18 """
https://www.sgcarmart.com/new-cars/info/22064/mercedes-benz-cla-electric/pricing,CLA250+ AMG Line Sport 85 kWh,"$320,888","$129,910 (Category B COE)","$2,088 /yr",-,- (After VES & EEAI rebates),"$22,500 (Rebate)",,https://www.sgcarmart.com/new-cars/info/22064/mercedes-benz-cla-electric/specs,Mercedes-Benz CLA Electric CLA200 Progressive 58 kWh (A),Single Electric Motor,Nickel Manganese Cobalt,Electric,Rear-wheel drive,2-speed (A),200 kW (268 bhp),335 Nm,6.7 s (0-100 km/h),210 km/h,Sedan,5,4723 x 1855 x 1468 mm,"2,790 mm","5,600 mm","2,055 kg",405 L,85 kWh,808 km,6.5 km/kWh,22 kW,4.5 h,320 kW,0.4 h,MacPherson Strut,Multi-Link,Ventilated Disc,Disc,"18 """
https://www.sgcarmart.com/new-cars/info/21928/denza-d9-electric/pricing,Elite 103.36 kWh,"$299,888","$129,910 (Category B COE)","$2,264 /yr","$58,000","$52,200 (After VES & EEAI rebates)","$22,500 (Rebate)","$7,500 (Rebate)",https://www.sgcarmart.com/new-cars/info/21928/denza-d9-electric/specs,DENZA D9 Electric Elite 103.36 kWh (A),Electric Motor,Lithium Iron Phosphate,Electric,Front-wheel drive,Single-speed (A),230 kW (308 bhp),360 Nm,9.5 s (0-100 km/h),160 km/h,MPV,7,5250 x 1960 x 1920 mm,"3,110 mm","6,000 mm","2,764 kg",410 - 2310 L,103.36 kWh,520 km,4.46 km/kWh,11 kW,7.5 h,166 kW,0.5 h,Macpherson Strut,Multi-Link,Ventilated Disc,Ventilated Disc,"18 """
https://www.sgcarmart.com/new-cars/info/21928/denza-d9-electric/pricing,Grandeur 103.36 kWh,"$347,388","$129,910 (Category B COE)","$3,789 /yr","$63,500","$87,250",-,,https://www.sgcarmart.com/new-cars/info/21928/denza-d9-electric/specs,DENZA D9 Electric Elite 103.36 kWh (A),Dual Electric Motor,Lithium Iron Phosphate,Electric,All-wheel drive,Single-speed (A),275 kW (369 bhp),470 Nm,6.9 s (0-100 km/h),160 km/h,MPV,7,5250 x 1960 x 1920 mm,"3,110 mm","6,000 mm","2,865 kg",410 - 2310 L,103.36 kWh,480 km,3.9 km/kWh,11 kW,7.5 h,166 kW,0.5 h,Macpherson Strut,Multi-Link,Ventilated Disc,Ventilated Disc,"18 """
https://www.sgcarmart.com/new-cars/info/21899/xpeng-g6-electric/pricing,AIR Standard Range RWD 68.5 kWh,"$213,899","$123,890 (Category A COE)","$1,560 /yr",-,- (After VES & EEAI rebates),"$22,500 (Rebate)",,https://www.sgcarmart.com/new-cars/info/21899/xpeng-g6-electric/specs,XPENG G6 Electric AIR Standard Range RWD 68.5 kWh (A),Single Electric Motor,Lithium Iron Phosphate,Electric,Rear-wheel drive,Single-speed (A),110 kW (148 bhp),440 Nm,9.6 s (0-100 km/h),187 km/h,SUV,5,4758 x 1920 x 1650 mm,"2,890 mm","5,800 mm","2,065 kg",571 L,68.5 kWh,470 km,5.9 km/kWh,11 kW,,382 kW,0.2 h,Double Wishbone,Multi-Link,Ventilated Disc,Ventilated Disc,"18 """
https://www.sgcarmart.com/new-cars/info/21899/xpeng-g6-electric/pricing,Pro Long Range RWD 80.8 kWh,"$231,899","$129,910 (Category B COE)","$2,194 /yr","$35,129","$11,181 (After VES & EEAI rebates)","$22,500 (Rebate)","$7,500 (Rebate)",https://www.sgcarmart.com/new-cars/info/21899/xpeng-g6-electric/specs,XPENG G6 Electric AIR Standard Range RWD 68.5 kWh (A),Single Electric Motor,Lithium Iron Phosphate,Electric,Rear-wheel drive,Single-speed (A),218 kW (292 bhp),440 Nm,6.7 s (0-100 km/h),202 km/h,SUV,5,4758 x 1920 x 1650 mm,"2,890 mm","5,800 mm","2,115 kg",571 L,80.8 kWh,525 km,5.6 km/kWh,11 kW,7.3 h,451 kW,0.2 h,Double Wishbone,Multi-Link,Ventilated Disc,Ventilated Disc,"20 """
https://www.sgcarmart.com/new-cars/info/21899/xpeng-g6-electric/pricing,Pro Performance AWD 80.8 kWh,"$260,899","$129,910 (Category B COE)","$5,087 /yr",-,- (After VES & EEAI rebates),"$22,500 (Rebate)",,https://www.sgcarmart.com/new-cars/info/21899/xpeng-g6-electric/specs,XPENG G6 Electric AIR Standard Range RWD 68.5 kWh (A),Dual Electric Motors,Lithium Iron Phosphate,Electric,All-wheel drive,Single-speed (A),358 kW (480 bhp),660 Nm,4.1 s (0-100 km/h),202 km/h,SUV,5,4758 x 1920 x 1650 mm,"2,890 mm","5,800 mm","2,220 kg",571 L,80.8 kWh,510 km,5.4 km/kWh,11 kW,7.3 h,451 kW,0.2 h,Double Wishbone,Multi-Link,Ventilated Disc,Ventilated Disc,"20 """
https://www.sgcarmart.com/new-cars/info/21508/byd-atto-3-electric/pricing,[100kW] 60.5 kWh,"$175,388","$123,890 (Category A COE)","$1,502 /yr","$31,815","$6,541 (After VES & EEAI rebates)","$22,500 (Rebate)","$7,500 (Rebate)",https://www.sgcarmart.com/new-cars/info/21508/byd-atto-3-electric/specs,BYD Atto 3 Electric [100kW] 60.5 kWh (A),Electric Motor,BYD Blade Battery,Electric,Front-wheel drive,Single-speed (A),100 kW (134 bhp),310 Nm,10.1 s (0-100 km/h),160 km/h,SUV,5,4455 x 1875 x 1615 mm,"2,720 mm","5,250 mm","1,750 kg",440 - 1340 L,60.5 kWh,420 km,6.2 km/kWh,7.4 kW,9.5 h,100 kW,1.2 h,Macpherson Strut,Multi-Link,Ventilated Disc,Disc,"18 """
https://www.sgcarmart.com/new-cars/info/21984/deepal-s07-electric/pricing,79.97 kWh,"$206,999","$129,910 (Category B COE)","$1,853 /yr","$35,822","$12,151 (After VES & EEAI rebates)","$22,500 (Rebate)","$7,500 (Rebate)",https://www.sgcarmart.com/new-cars/info/21984/deepal-s07-electric/specs,DEEPAL S07 Electric 79.97 kWh (A),Electric Motor,Nickel Manganese Cobalt,Electric,Rear-wheel drive,Single-speed (A),160 kW (215 bhp),320 Nm,7.9 s (0-100 km/h),180 km/h,SUV,5,4750 x 1930 x 1625 mm,"2,900 mm","5,750 mm","2,148 kg",445 L,79.97 kWh,475 km,5.3 km/kWh,11 kW,,92 kW,0.5 h,Mcpherson Strut,Multi-Link,Ventilated Disc,Disc,"19 """
https://www.sgcarmart.com/new-cars/info/22115/avatr-07-electric/pricing,Max 82.16 kWh,"$271,999","$129,910 (Category B COE)","$3,430 /yr","$43,000","$23,700 (After VES & EEAI rebates)","$22,500 (Rebate)","$7,500 (Rebate)",https://www.sgcarmart.com/new-cars/info/22115/avatr-07-electric/specs,AVATR 07 Electric Max 82.16 kWh (A),Single Electric Motor,Lithium Iron Phosphate,Electric,Rear-wheel drive,Single-speed (A),252 kW (338 bhp),365 Nm,6.8 s (0-100 km/h),200 km/h,SUV,5,4825 x 1980 x 1620 mm,"2,940 mm","5,850 mm","2,290 kg",500 L,82.16 kWh,488 km,5.2 km/kWh,6.6 kW,14.2 h,420 kW,0.2 h,Double Wishbone,Multi-Link,Ventilated Disc,Ventilated Disc,"20 """
https://www.sgcarmart.com/new-cars/info/22115/avatr-07-electric/pricing,Ultra 82.16 kWh,"$292,999","$129,910 (Category B COE)","$6,370 /yr","$47,000","$31,300 (After VES & EEAI rebates)","$22,500 (Rebate)","$7,500 (Rebate)",https://www.sgcarmart.com/new-cars/info/22115/avatr-07-electric/specs,AVATR 07 Electric Max 82.16 kWh (A),Dual Electric Motors,Lithium Iron Phosphate,Electric,All-wheel drive,Single-speed (A),440 kW (590 bhp),645 Nm,4.4 s (0-100 km/h),200 km/h,SUV,5,4825 x 1980 x 1620 mm,"2,940 mm","5,850 mm","2,420 kg",500 L,82.16 kWh,463 km,4.9 km/kWh,6.6 kW,14.2 h,420 kW,0.2 h,Double Wishbone,Multi-Link,Ventilated Disc,Ventilated Disc,"21 """
https://www.sgcarmart.com/new-cars/info/22091/opel-corsa-e-electric/pricing,50 kWh,"$142,800","$123,890 (Category A COE)","$1,484 /yr",-,- (After VES & EEAI rebates),"$22,500 (Rebate)",,https://www.sgcarmart.com/new-cars/info/22091/opel-corsa-e-electric/specs,Opel Corsa-e Electric 50 kWh (A),Single Electric Motor,Lithium-Ion,Electric,Front-wheel drive,Single-speed (A),97 kW (130 bhp),260 Nm,8.7 s (0-100 km/h),150 km/h,Hatchback,5,4055 x 1745 x 1435 mm,"2,540 mm","5,370 mm","1,530 kg",unknown,50 kWh,362 km,7.24 km/kWh,11 kW,7.3 h,100 kW,0.5 h,Coil Spring and Damper,Coil Spring and Damper,Disc,Disc,"16 """
https://www.sgcarmart.com/new-cars/info/22011/kia-ev5-electric/pricing,Air 64.2kWh,"$195,999","$123,890 (Category A COE)","$1,502 /yr","$30,290","$4,406 (After VES & EEAI rebates)","$22,500 (Rebate)","$7,500 (Rebate)",https://www.sgcarmart.com/new-cars/info/22011/kia-ev5-electric/specs,Kia EV5 Electric Air 64.2kWh (A),Electric Motor,Lithium-ion Polymer,Electric,Front-wheel drive,Single-speed (A),100 kW (134 bhp),310 Nm,10.9 s (0-100 km/h),185 km/h,SUV,5,4615 x 1875 x 1715 mm,"2,750 mm","5,870 mm","1,886 kg",513 L,64.2 kWh,400 km,5.5 km/kWh,6.6 kW,6.8 h,102 kW,0.6 h,McPherson Strut,Multi-Link,Ventilated Disc,Disc,"18 """
https://www.sgcarmart.com/new-cars/info/22011/kia-ev5-electric/pricing,Earth 88.1kWh,"$215,999","$123,890 (Category A COE)","$1,502 /yr","$34,000","$9,600 (After VES & EEAI rebates)","$22,500 (Rebate)","$7,500 (Rebate)",https://www.sgcarmart.com/new-cars/info/22011/kia-ev5-electric/specs,Kia EV5 Electric Air 64.2kWh (A),Electric Motor,Lithium-ion Polymer,Electric,Front-wheel drive,Single-speed (A),100 kW (134 bhp),310 Nm,11.6 s (0-100 km/h),185 km/h,SUV,5,4615 x 1875 x 1715 mm,"2,750 mm","5,870 mm","2,107 kg",513 L,88.1 kWh,540 km,5.4 km/kWh,11 kW,5.5 h,141 kW,0.6 h,McPherson Strut,Multi-Link,Ventilated Disc,Disc,"19 """
https://www.sgcarmart.com/new-cars/info/21996/mg-s5-ev/pricing,Luxury 62kWh,"$190,888","$123,890 (Category A COE)","$1,496 /yr","$26,266",- (After VES & EEAI rebates),"$22,500 (Rebate)","$7,500 (Rebate)",https://www.sgcarmart.com/new-cars/info/21996/mg-s5-ev/specs,MG S5 EV Luxury 62kWh (A),Single Electric Motor,Lithium Iron Phosphate,Electric,Rear-wheel drive,Single-speed (A),99 kW (133 bhp),250 Nm,9.9 s (0-100 km/h),170 km/h,SUV,5,4476 x 1849 x 1638 mm,"2,730 mm","5,265 mm","1,755 kg",453 L,62 kWh,425 km,5.8 km/kWh,6.6 kW,10 h,150 kW,0.43 h,Macpherson Strut,Multi-Link,Disc,Disc,"18 """
https://www.sgcarmart.com/new-cars/info/21738/byd-seal-electric/pricing,Dynamic [100kW] 61.4 kWh,"$198,388","$123,890 (Category A COE)","$1,502 /yr","$35,130","$11,182 (After VES & EEAI rebates)","$22,500 (Rebate)","$7,500 (Rebate)",https://www.sgcarmart.com/new-cars/info/21738/byd-seal-electric/specs,BYD Seal Electric Dynamic [100kW] 61.4 kWh (A),Electric Motor,Blade Battery,Electric,Rear-wheel drive,Single-speed (A),100 kW (134 bhp),310 Nm,10 s (0-100 km/h),180 km/h,Sedan,5,4800 x 1875 x 1460 mm,"2,920 mm","5,700 mm","1,922 kg",400 L,61.44 kWh,460 km,6.5 km/kWh,7 kW,8.6 h,110 kW,0.5 h,Double Wishbone,Multi-Link,Ventilated Disc,Ventilated Disc,"18 """
https://www.sgcarmart.com/new-cars/info/21738/byd-seal-electric/pricing,Premium 82.6 kWh,"$220,388","$129,910 (Category B COE)","$2,264 /yr","$38,692","$16,169 (After VES & EEAI rebates)","$22,500 (Rebate)","$7,500 (Rebate)",https://www.sgcarmart.com/new-cars/info/21738/byd-seal-electric/specs,BYD Seal Electric Dynamic [100kW] 61.4 kWh (A),Electric Motor,Blade Battery,Electric,Rear-wheel drive,Single-speed (A),230 kW (308 bhp),360 Nm,5.9 s (0-100 km/h),180 km/h,Sedan,5,4800 x 1875 x 1460 mm,"2,920 mm","5,700 mm","2,055 kg",400 L,82.56 kWh,570 km,6 km/kWh,7 kW,15.2 h,150 kW,0.5 h,Double Wishbone,Multi-Link,Ventilated Disc,Ventilated Disc,"19 """
https://www.sgcarmart.com/new-cars/info/21900/zeekr-x-electric/pricing,Urban RWD 66 kWh,"$210,999","$123,890 (Category A COE)","$1,560 /yr","$33,000","$8,200 (After VES & EEAI rebates)","$22,500 (Rebate)","$7,500 (Rebate)",https://www.sgcarmart.com/new-cars/info/21900/zeekr-x-electric/specs,ZEEKR X Electric Flagship AWD 66 kWh (A),Single Electric Motor,Lithium Nickel Manganese Cobalt,Electric,Rear-wheel drive,Single-speed (A),110 kW (148 bhp),343 Nm,8.7 s (0-100 km/h),190 km/h,SUV,5,4432 x 1836 x 1566 mm,"2,750 mm","5,750 mm","1,930 kg",362 L,66 kWh,441 km,5.7 km/kWh,7.2 kW,,150 kW,,Macpherson Strut,Multi-Link,Ventilated Disc,Ventilated Disc,"18 """
https://www.sgcarmart.com/new-cars/info/21900/zeekr-x-electric/pricing,Standard RWD 66 kWh,"$219,999","$129,910 (Category B COE)","$2,088 /yr","$36,452","$13,033 (After VES & EEAI rebates)","$22,500 (Rebate)","$7,500 (Rebate)",https://www.sgcarmart.com/new-cars/info/21900/zeekr-x-electric/specs,ZEEKR X Electric Flagship AWD 66 kWh (A),Single Electric Motor,Lithium Nickel Manganese Cobalt,Electric,Rear-wheel drive,Single-speed (A),200 kW (268 bhp),343 Nm,5.6 s (0-100 km/h),185 km/h,SUV,5,4432 x 1836 x 1566 mm,"2,750 mm",unknown,"1,855 kg",362 L,66 kWh,440 km,5.8 km/kWh,7.2 kW,,150 kW,,Macpherson Strut,Multi-Link,Ventilated Disc,Ventilated Disc,"18 """
https://www.sgcarmart.com/new-cars/info/21900/zeekr-x-electric/pricing,Flagship AWD 66 kWh,"$239,999","$129,910 (Category B COE)","$4,415 /yr","$41,000","$19,900 (After VES & EEAI rebates)","$22,500 (Rebate)","$7,500 (Rebate)",https://www.sgcarmart.com/new-cars/info/21900/zeekr-x-electric/specs,ZEEKR X Electric Flagship AWD 66 kWh (A),Dual Electric Motors,Lithium Nickel Manganese Cobalt,Electric,All-wheel drive,Single-speed (A),315 kW (422 bhp),543 Nm,3.8 s (0-100 km/h),190 km/h,SUV,5,4432 x 1836 x 1566 mm,"2,750 mm",unknown,"1,960 kg",362 L,66 kWh,420 km,5.6 km/kWh,11 kW,,150 kW,,Macpherson Strut,Multi-Link,Ventilated Disc,Ventilated Disc,"19 """
